df_dtc,df_dtc,df_dtc,df_dtc,df_dtc,df_dtc,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2
Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter
2023-03-01 12:00:00,moisture,20448,6252.525302144854,0.306,OMA (1st INNER LOOP),2023-03-01 12:00:00,moisture,20449,5835.041090299609,0.285,OMA (1st INNER LOOP),2023-03-01 12:00:00,moisture,20451,3577.0487913408792,0.175,OMA (1st INNER LOOP),2023-03-01 12:00:00,moisture,20451,2419.571447271151,0.118,OMA (1st INNER LOOP)
2023-03-01 12:00:00,gps,290065,419748.8574186305,1.447,OMA (1st INNER LOOP),2023-03-01 12:00:00,gps,290260,441564.7978277003,1.521,OMA (1st INNER LOOP),2023-03-01 12:00:00,gps,292094,381210.3812470564,1.305,OMA (1st INNER LOOP),2023-03-01 12:00:00,gps,293242,323007.2852136336,1.102,OMA (1st INNER LOOP)
2023-03-01 12:00:00,radiance,151491,54762.16379663688,0.361,OMA (1st INNER LOOP),2023-03-01 12:00:00,radiance,153385,57179.13386690329,0.373,OMA (1st INNER LOOP),2023-03-01 12:00:00,radiance,151491,54145.27874408594,0.357,OMA (1st INNER LOOP),2023-03-01 12:00:00,radiance,152046,54438.20252943312,0.358,OMA (1st INNER LOOP)
2023-03-01 12:00:00,Jo Global,809785,708102.1363027586,0.874,OMA (1st INNER LOOP),2023-03-01 12:00:00,Jo Global,811929,730860.0630416624,0.9,OMA (1st INNER LOOP),2023-03-01 12:00:00,Jo Global,812042,628436.884325681,0.774,OMA (1st INNER LOOP),2023-03-01 12:00:00,Jo Global,813861,543621.1608234695,0.668,OMA (1st INNER LOOP)
2023-03-01 12:00:00,surface pressure,109466,19724.177146955753,0.18,OMA (2nd INNER LOOP),2023-03-01 12:00:00,surface pressure,109447,19430.258253169446,0.178,OMA (2nd INNER LOOP),2023-03-01 12:00:00,surface pressure,109526,16758.13386073495,0.153,OMA (2nd INNER LOOP),2023-03-01 12:00:00,surface pressure,109534,14671.1836224817,0.134,OMA (2nd INNER LOOP)
2023-03-01 12:00:00,temperature,55387,43825.24774136053,0.791,OMA (2nd INNER LOOP),2023-03-01 12:00:00,temperature,55396,40596.17638684704,0.733,OMA (2nd INNER LOOP),2023-03-01 12:00:00,temperature,55396,31682.971700992934,0.572,OMA (2nd INNER LOOP),2023-03-01 12:00:00,temperature,55396,25591.017694884864,0.462,OMA (2nd INNER LOOP)
2023-03-01 12:00:00,wind,182928,128940.57009091559,0.705,OMA (2nd INNER LOOP),2023-03-01 12:00:00,wind,182992,126753.85173944311,0.693,OMA (2nd INNER LOOP),2023-03-01 12:00:00,wind,183084,102923.46524630497,0.562,OMA (2nd INNER LOOP),2023-03-01 12:00:00,wind,183192,89041.02693796012,0.486,OMA (2nd INNER LOOP)
2023-03-01 12:00:00,moisture,20448,3985.851762557673,0.195,OMA (2nd INNER LOOP),2023-03-01 12:00:00,moisture,20449,3609.1421517927465,0.176,OMA (2nd INNER LOOP),2023-03-01 12:00:00,moisture,20451,1885.452457865859,0.092,OMA (2nd INNER LOOP),2023-03-01 12:00:00,moisture,20451,1114.7318390201685,0.055,OMA (2nd INNER LOOP)
2023-03-01 12:00:00,gps,290065,334845.2651757816,1.154,OMA (2nd INNER LOOP),2023-03-01 12:00:00,gps,290260,355931.57945826655,1.226,OMA (2nd INNER LOOP),2023-03-01 12:00:00,gps,292094,282158.14831441053,0.966,OMA (2nd INNER LOOP),2023-03-01 12:00:00,gps,293242,222475.96300381594,0.759,OMA (2nd INNER LOOP)
2023-03-01 12:00:00,radiance,151491,46024.56592010616,0.304,OMA (2nd INNER LOOP),2023-03-01 12:00:00,radiance,153385,46390.70873303365,0.302,OMA (2nd INNER LOOP),2023-03-01 12:00:00,radiance,151491,44268.07354219442,0.292,OMA (2nd INNER LOOP),2023-03-01 12:00:00,radiance,152046,42710.8267490535,0.281,OMA (2nd INNER LOOP)
2023-03-01 12:00:00,Jo Global,809785,577345.6778376773,0.713,OMA (2nd INNER LOOP),2023-03-01 12:00:00,Jo Global,811929,592711.7167225525,0.73,OMA (2nd INNER LOOP),2023-03-01 12:00:00,Jo Global,812042,479676.24512250366,0.591,OMA (2nd INNER LOOP),2023-03-01 12:00:00,Jo Global,813861,395604.7498472163,0.486,OMA (2nd INNER LOOP)
2023-03-01 12:00:00,surface pressure,109464,19518.825595635928,0.178,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,surface pressure,109452,19414.357087229237,0.177,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,surface pressure,109492,16440.381607485197,0.15,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,surface pressure,109523,14142.4517640718,0.129,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 12:00:00,temperature,55391,44048.89654413922,0.795,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,temperature,55393,40312.89907003028,0.728,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,temperature,55394,31559.41838959568,0.57,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,temperature,55398,25580.888983776284,0.462,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 12:00:00,wind,183044,129058.70816964623,0.705,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,wind,183020,126042.56048496475,0.689,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,wind,183082,102050.4054882612,0.557,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,wind,183176,88064.95422501302,0.481,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 12:00:00,moisture,20448,4111.039528207205,0.201,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,moisture,20449,3647.468123546743,0.178,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,moisture,20451,2009.7900173703401,0.098,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,moisture,20451,1236.6791362148929,0.06,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 12:00:00,gps,292821,346510.05624374637,1.183,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,gps,293077,368133.75494473666,1.256,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,gps,295387,296160.8221989389,1.003,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,gps,297082,238969.81729688618,0.804,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 12:00:00,radiance,152352,46563.02385835688,0.306,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,radiance,153844,46972.247931374615,0.305,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,radiance,152101,44791.74059974917,0.294,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,radiance,152525,43297.841115739524,0.284,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 12:00:00,Jo Global,813520,589810.5499397318,0.725,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,Jo Global,815235,604523.2876418823,0.742,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,Jo Global,815907,493012.5583014005,0.604,OMA (AFTER 2nd OUTER LOOP),2023-03-01 12:00:00,Jo Global,818155,411292.6325217017,0.503,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 18:00:00,surface pressure,105662,34837.248613274656,0.33,OMF,2023-03-01 18:00:00,surface pressure,105708,35768.98029631042,0.338,OMF,2023-03-01 18:00:00,surface pressure,105548,36895.54784411909,0.35,OMF,2023-03-01 18:00:00,surface pressure,105516,40570.24427266055,0.384,OMF
2023-03-01 18:00:00,temperature,24489,9386.659696231665,0.383,OMF,2023-03-01 18:00:00,temperature,24490,8954.24227291388,0.366,OMF,2023-03-01 18:00:00,temperature,24491,9171.693631762148,0.374,OMF,2023-03-01 18:00:00,temperature,24491,9260.774763506968,0.378,OMF
2023-03-01 18:00:00,wind,107134,57163.79383054244,0.534,OMF,2023-03-01 18:00:00,wind,107092,57811.88898759155,0.54,OMF,2023-03-01 18:00:00,wind,107142,57100.06065393382,0.533,OMF,2023-03-01 18:00:00,wind,106946,59699.07067244976,0.558,OMF
2023-03-01 18:00:00,moisture,8436,2287.961261466924,0.271,OMF,2023-03-01 18:00:00,moisture,8436,2022.6772321025073,0.24,OMF,2023-03-01 18:00:00,moisture,8436,2085.2834484573737,0.247,OMF,2023-03-01 18:00:00,moisture,8436,2226.123345509434,0.264,OMF
2023-03-01 18:00:00,gps,285904,566061.6676084957,1.98,OMF,2023-03-01 18:00:00,gps,285570,561426.3772484908,1.966,OMF,2023-03-01 18:00:00,gps,286030,574414.3659462482,2.008,OMF,2023-03-01 18:00:00,gps,285095,615511.1497508056,2.159,OMF
2023-03-01 18:00:00,radiance,173148,125083.79564263816,0.722,OMF,2023-03-01 18:00:00,radiance,174083,134110.7073425816,0.77,OMF,2023-03-01 18:00:00,radiance,173352,148288.0571477741,0.855,OMF,2023-03-01 18:00:00,radiance,170465,163973.2828088087,0.962,OMF
2023-03-01 18:00:00,Jo Global,704773,794821.1266526495,1.128,OMF,2023-03-01 18:00:00,Jo Global,705379,800094.8733799908,1.134,OMF,2023-03-01 18:00:00,Jo Global,704999,827955.0086722947,1.174,OMF,2023-03-01 18:00:00,Jo Global,700949,891240.645613741,1.271,OMF
2023-03-01 18:00:00,surface pressure,105662,34837.248613274656,0.33,OMF (1st INNER LOOP),2023-03-01 18:00:00,surface pressure,105708,35768.98029631042,0.338,OMF (1st INNER LOOP),2023-03-01 18:00:00,surface pressure,105548,36895.54784411909,0.35,OMF (1st INNER LOOP),2023-03-01 18:00:00,surface pressure,105516,40570.24427266055,0.384,OMF (1st INNER LOOP)
2023-03-01 18:00:00,temperature,24489,9386.659696231665,0.383,OMF (1st INNER LOOP),2023-03-01 18:00:00,temperature,24490,8954.24227291388,0.366,OMF (1st INNER LOOP),2023-03-01 18:00:00,temperature,24491,9171.693631762148,0.374,OMF (1st INNER LOOP),2023-03-01 18:00:00,temperature,24491,9260.774763506968,0.378,OMF (1st INNER LOOP)
2023-03-01 18:00:00,wind,107134,57163.79383054244,0.534,OMF (1st INNER LOOP),2023-03-01 18:00:00,wind,107092,57811.88898759155,0.54,OMF (1st INNER LOOP),2023-03-01 18:00:00,wind,107142,57100.06065393382,0.533,OMF (1st INNER LOOP),2023-03-01 18:00:00,wind,106946,59699.07067244976,0.558,OMF (1st INNER LOOP)
2023-03-01 18:00:00,moisture,8436,2287.961261466924,0.271,OMF (1st INNER LOOP),2023-03-01 18:00:00,moisture,8436,2022.6772321025073,0.24,OMF (1st INNER LOOP),2023-03-01 18:00:00,moisture,8436,2085.2834484573737,0.247,OMF (1st INNER LOOP),2023-03-01 18:00:00,moisture,8436,2226.123345509434,0.264,OMF (1st INNER LOOP)
2023-03-01 18:00:00,gps,285904,566061.6676084957,1.98,OMF (1st INNER LOOP),2023-03-01 18:00:00,gps,285570,561426.3772484908,1.966,OMF (1st INNER LOOP),2023-03-01 18:00:00,gps,286030,574414.3659462482,2.008,OMF (1st INNER LOOP),2023-03-01 18:00:00,gps,285095,615511.1497508056,2.159,OMF (1st INNER LOOP)
2023-03-01 18:00:00,radiance,173148,125083.79564263816,0.722,OMF (1st INNER LOOP),2023-03-01 18:00:00,radiance,174083,134110.7073425816,0.77,OMF (1st INNER LOOP),2023-03-01 18:00:00,radiance,173352,148288.0571477741,0.855,OMF (1st INNER LOOP),2023-03-01 18:00:00,radiance,170465,163973.2828088087,0.962,OMF (1st INNER LOOP)
2023-03-01 18:00:00,Jo Global,704773,794821.1266526495,1.128,OMF (1st INNER LOOP),2023-03-01 18:00:00,Jo Global,705379,800094.8733799908,1.134,OMF (1st INNER LOOP),2023-03-01 18:00:00,Jo Global,704999,827955.0086722947,1.174,OMF (1st INNER LOOP),2023-03-01 18:00:00,Jo Global,700949,891240.645613741,1.271,OMF (1st INNER LOOP)
2023-03-01 18:00:00,surface pressure,105662,21440.344642300843,0.203,OMF (2nd INNER LOOP),2023-03-01 18:00:00,surface pressure,105708,21849.681233791976,0.207,OMF (2nd INNER LOOP),2023-03-01 18:00:00,surface pressure,105548,19414.33642912363,0.184,OMF (2nd INNER LOOP),2023-03-01 18:00:00,surface pressure,105516,17445.348865890133,0.165,OMF (2nd INNER LOOP)
2023-03-01 18:00:00,temperature,24489,6766.6958167121475,0.276,OMF (2nd INNER LOOP),2023-03-01 18:00:00,temperature,24490,6167.334315222652,0.252,OMF (2nd INNER LOOP),2023-03-01 18:00:00,temperature,24491,5411.070618106716,0.221,OMF (2nd INNER LOOP),2023-03-01 18:00:00,temperature,24491,4558.0430145460205,0.186,OMF (2nd INNER LOOP)
2023-03-01 18:00:00,wind,107134,40030.40692170895,0.374,OMF (2nd INNER LOOP),2023-03-01 18:00:00,wind,107092,39729.20422344211,0.371,OMF (2nd INNER LOOP),2023-03-01 18:00:00,wind,107142,34736.66419066575,0.324,OMF (2nd INNER LOOP),2023-03-01 18:00:00,wind,106946,30541.55184312938,0.286,OMF (2nd INNER LOOP)
2023-03-01 18:00:00,moisture,8436,1529.6322672013494,0.181,OMF (2nd INNER LOOP),2023-03-01 18:00:00,moisture,8436,1142.6665799519246,0.135,OMF (2nd INNER LOOP),2023-03-01 18:00:00,moisture,8436,772.4194509519735,0.092,OMF (2nd INNER LOOP),2023-03-01 18:00:00,moisture,8436,537.5004551342244,0.064,OMF (2nd INNER LOOP)
2023-03-01 18:00:00,gps,285904,429353.7084379147,1.502,OMF (2nd INNER LOOP),2023-03-01 18:00:00,gps,285570,449387.68483942637,1.574,OMF (2nd INNER LOOP),2023-03-01 18:00:00,gps,286030,380026.8906011759,1.329,OMF (2nd INNER LOOP),2023-03-01 18:00:00,gps,285095,313474.8201307171,1.1,OMF (2nd INNER LOOP)
2023-03-01 18:00:00,radiance,173148,61798.08439184496,0.357,OMF (2nd INNER LOOP),2023-03-01 18:00:00,radiance,174083,64438.37497704482,0.37,OMF (2nd INNER LOOP),2023-03-01 18:00:00,radiance,173352,61010.191545997666,0.352,OMF (2nd INNER LOOP),2023-03-01 18:00:00,radiance,170465,58045.64325810713,0.341,OMF (2nd INNER LOOP)
2023-03-01 18:00:00,Jo Global,704773,560918.872477683,0.796,OMF (2nd INNER LOOP),2023-03-01 18:00:00,Jo Global,705379,582714.9461688799,0.826,OMF (2nd INNER LOOP),2023-03-01 18:00:00,Jo Global,704999,501371.57283602166,0.711,OMF (2nd INNER LOOP),2023-03-01 18:00:00,Jo Global,700949,424602.90756752406,0.606,OMF (2nd INNER LOOP)
2023-03-01 18:00:00,surface pressure,106103,22948.12593208499,0.216,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,surface pressure,106088,23313.761290474205,0.22,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,surface pressure,106110,21048.188706599514,0.198,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,surface pressure,106122,19228.094575927178,0.181,OMA (AFTER 1st OUTER LOOP)
2023-03-01 18:00:00,temperature,24491,7190.387663121384,0.294,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,temperature,24491,6505.905290708418,0.266,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,temperature,24493,5659.846098059339,0.231,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,temperature,24493,4768.315520500839,0.195,OMA (AFTER 1st OUTER LOOP)
2023-03-01 18:00:00,wind,107350,40605.92033296902,0.378,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,wind,107342,40291.12103509071,0.375,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,wind,107484,35331.93206564461,0.329,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,wind,107552,31703.06772191058,0.295,OMA (AFTER 1st OUTER LOOP)
2023-03-01 18:00:00,moisture,8436,1541.6779267523896,0.183,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,moisture,8436,1267.4470991498827,0.15,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,moisture,8436,881.0686078767441,0.104,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,moisture,8436,622.0368908813883,0.074,OMA (AFTER 1st OUTER LOOP)
2023-03-01 18:00:00,gps,290023,448424.5861833434,1.546,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,gps,290108,467309.26382712484,1.611,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,gps,292588,406615.3935502756,1.39,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,gps,293762,347103.65486283135,1.182,OMA (AFTER 1st OUTER LOOP)
2023-03-01 18:00:00,radiance,174864,64913.502410523404,0.371,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,radiance,176156,67565.43105877066,0.384,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,radiance,176315,65054.3680304918,0.369,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,radiance,176099,65524.598993178,0.372,OMA (AFTER 1st OUTER LOOP)
2023-03-01 18:00:00,Jo Global,711267,585624.2004487945,0.823,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,Jo Global,712621,606252.9296013187,0.851,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,Jo Global,715426,534590.7970589476,0.747,OMA (AFTER 1st OUTER LOOP),2023-03-01 18:00:00,Jo Global,716464,468949.7685652293,0.655,OMA (AFTER 1st OUTER LOOP)
2023-03-01 18:00:00,surface pressure,106103,22948.12593208499,0.216,OMA (1st INNER LOOP),2023-03-01 18:00:00,surface pressure,106088,23313.761290474205,0.22,OMA (1st INNER LOOP),2023-03-01 18:00:00,surface pressure,106110,21048.188706599514,0.198,OMA (1st INNER LOOP),2023-03-01 18:00:00,surface pressure,106122,19228.094575927178,0.181,OMA (1st INNER LOOP)
2023-03-01 18:00:00,temperature,24491,7190.387663121384,0.294,OMA (1st INNER LOOP),2023-03-01 18:00:00,temperature,24491,6505.905290708418,0.266,OMA (1st INNER LOOP),2023-03-01 18:00:00,temperature,24493,5659.846098059339,0.231,OMA (1st INNER LOOP),2023-03-01 18:00:00,temperature,24493,4768.315520500839,0.195,OMA (1st INNER LOOP)
2023-03-01 18:00:00,wind,107350,40605.92033296902,0.378,OMA (1st INNER LOOP),2023-03-01 18:00:00,wind,107342,40291.12103509071,0.375,OMA (1st INNER LOOP),2023-03-01 18:00:00,wind,107484,35331.93206564461,0.329,OMA (1st INNER LOOP),2023-03-01 18:00:00,wind,107552,31703.06772191058,0.295,OMA (1st INNER LOOP)
2023-03-01 18:00:00,moisture,8436,1541.6779267523896,0.183,OMA (1st INNER LOOP),2023-03-01 18:00:00,moisture,8436,1267.4470991498827,0.15,OMA (1st INNER LOOP),2023-03-01 18:00:00,moisture,8436,881.0686078767441,0.104,OMA (1st INNER LOOP),2023-03-01 18:00:00,moisture,8436,622.0368908813883,0.074,OMA (1st INNER LOOP)
2023-03-01 18:00:00,gps,290023,448424.5861833434,1.546,OMA (1st INNER LOOP),2023-03-01 18:00:00,gps,290108,467309.26382712484,1.611,OMA (1st INNER LOOP),2023-03-01 18:00:00,gps,292588,406615.3935502756,1.39,OMA (1st INNER LOOP),2023-03-01 18:00:00,gps,293762,347103.65486283135,1.182,OMA (1st INNER LOOP)
2023-03-01 18:00:00,radiance,174864,64913.502410523404,0.371,OMA (1st INNER LOOP),2023-03-01 18:00:00,radiance,176156,67565.43105877066,0.384,OMA (1st INNER LOOP),2023-03-01 18:00:00,radiance,176315,65054.3680304918,0.369,OMA (1st INNER LOOP),2023-03-01 18:00:00,radiance,176099,65524.598993178,0.372,OMA (1st INNER LOOP)
2023-03-01 18:00:00,Jo Global,711267,585624.2004487945,0.823,OMA (1st INNER LOOP),2023-03-01 18:00:00,Jo Global,712621,606252.9296013187,0.851,OMA (1st INNER LOOP),2023-03-01 18:00:00,Jo Global,715426,534590.7970589476,0.747,OMA (1st INNER LOOP),2023-03-01 18:00:00,Jo Global,716464,468949.7685652293,0.655,OMA (1st INNER LOOP)
2023-03-01 18:00:00,surface pressure,106103,19420.70762268654,0.183,OMA (2nd INNER LOOP),2023-03-01 18:00:00,surface pressure,106088,19230.08118415155,0.181,OMA (2nd INNER LOOP),2023-03-01 18:00:00,surface pressure,106110,16342.942838099232,0.154,OMA (2nd INNER LOOP),2023-03-01 18:00:00,surface pressure,106122,14780.605035738696,0.139,OMA (2nd INNER LOOP)
2023-03-01 18:00:00,temperature,24491,6168.6687716892875,0.252,OMA (2nd INNER LOOP),2023-03-01 18:00:00,temperature,24491,5153.7138489821455,0.21,OMA (2nd INNER LOOP),2023-03-01 18:00:00,temperature,24493,4334.558563500222,0.177,OMA (2nd INNER LOOP),2023-03-01 18:00:00,temperature,24493,3447.9422514672124,0.141,OMA (2nd INNER LOOP)
2023-03-01 18:00:00,wind,107350,35398.69407383609,0.33,OMA (2nd INNER LOOP),2023-03-01 18:00:00,wind,107342,34584.389793462724,0.322,OMA (2nd INNER LOOP),2023-03-01 18:00:00,wind,107484,29644.037485217286,0.276,OMA (2nd INNER LOOP),2023-03-01 18:00:00,wind,107552,26925.4346461868,0.25,OMA (2nd INNER LOOP)
2023-03-01 18:00:00,moisture,8436,959.6115139846875,0.114,OMA (2nd INNER LOOP),2023-03-01 18:00:00,moisture,8436,724.8359934590692,0.086,OMA (2nd INNER LOOP),2023-03-01 18:00:00,moisture,8436,450.0922006456786,0.053,OMA (2nd INNER LOOP),2023-03-01 18:00:00,moisture,8436,294.5497936894629,0.035,OMA (2nd INNER LOOP)
2023-03-01 18:00:00,gps,290023,357394.9034737586,1.232,OMA (2nd INNER LOOP),2023-03-01 18:00:00,gps,290108,375864.7308682841,1.296,OMA (2nd INNER LOOP),2023-03-01 18:00:00,gps,292588,297292.4707558634,1.016,OMA (2nd INNER LOOP),2023-03-01 18:00:00,gps,293762,234515.73708814717,0.798,OMA (2nd INNER LOOP)
2023-03-01 18:00:00,radiance,174864,55968.94839244236,0.32,OMA (2nd INNER LOOP),2023-03-01 18:00:00,radiance,176156,55951.3686623621,0.318,OMA (2nd INNER LOOP),2023-03-01 18:00:00,radiance,176315,54566.894696051495,0.309,OMA (2nd INNER LOOP),2023-03-01 18:00:00,radiance,176099,53377.21891850719,0.303,OMA (2nd INNER LOOP)
2023-03-01 18:00:00,Jo Global,711267,475311.53384839755,0.668,OMA (2nd INNER LOOP),2023-03-01 18:00:00,Jo Global,712621,491509.1203507017,0.69,OMA (2nd INNER LOOP),2023-03-01 18:00:00,Jo Global,715426,402630.9965393773,0.563,OMA (2nd INNER LOOP),2023-03-01 18:00:00,Jo Global,716464,333341.4877337365,0.465,OMA (2nd INNER LOOP)
2023-03-01 18:00:00,surface pressure,106092,19086.69860241745,0.18,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,surface pressure,106100,19213.47223544794,0.181,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,surface pressure,106110,16227.36324733844,0.153,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,surface pressure,106084,14239.453193589645,0.134,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 18:00:00,temperature,24491,6222.333134531659,0.254,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,temperature,24491,5146.050074549836,0.21,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,temperature,24493,4348.757163912901,0.178,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,temperature,24493,3473.4700000957414,0.142,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 18:00:00,wind,107450,35358.23868514841,0.329,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,wind,107458,34521.51782789144,0.321,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,wind,107566,29663.590603585628,0.276,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,wind,107666,26310.364762062236,0.244,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 18:00:00,moisture,8436,1083.3052058560304,0.128,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,moisture,8436,791.3514513977864,0.094,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,moisture,8436,476.33991909494983,0.056,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,moisture,8436,316.68033892018485,0.038,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 18:00:00,gps,292950,372261.21141056553,1.271,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,gps,293033,391903.1990516563,1.337,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,gps,296173,316271.66320200736,1.068,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,gps,297913,255198.94927620108,0.857,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 18:00:00,radiance,175409,56601.45336122102,0.323,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,radiance,176749,56790.28248956617,0.321,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,radiance,176809,55201.141835080496,0.312,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,radiance,176625,53875.38984714536,0.305,OMA (AFTER 2nd OUTER LOOP)
2023-03-01 18:00:00,Jo Global,714828,490613.2403997401,0.686,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,Jo Global,716267,508365.87313050946,0.71,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,Jo Global,719587,422188.8559710198,0.587,OMA (AFTER 2nd OUTER LOOP),2023-03-01 18:00:00,Jo Global,721217,353414.3074180143,0.49,OMA (AFTER 2nd OUTER LOOP)
2023-03-02 00:00:00,surface pressure,104666,34683.31594717808,0.331,OMF,2023-03-02 00:00:00,surface pressure,104650,33406.018218943136,0.319,OMF,2023-03-02 00:00:00,surface pressure,104696,34588.01042527638,0.33,OMF,2023-03-02 00:00:00,surface pressure,104372,37827.840337925074,0.362,OMF
2023-03-02 00:00:00,temperature,54492,71198.53301408155,1.307,OMF,2023-03-02 00:00:00,temperature,54493,68360.10826427785,1.254,OMF,2023-03-02 00:00:00,temperature,54499,72127.37062911494,1.323,OMF,2023-03-02 00:00:00,temperature,54494,79352.56552423583,1.456,OMF
2023-03-02 00:00:00,wind,188872,216675.1612105662,1.147,OMF,2023-03-02 00:00:00,wind,188912,212940.19602667863,1.127,OMF,2023-03-02 00:00:00,wind,188752,218717.90306709483,1.159,OMF,2023-03-02 00:00:00,wind,188812,239321.52498261767,1.268,OMF
