df_dtc,df_dtc,df_dtc,df_dtc,df_dtc,df_dtc,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2
Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter
2023-02-16 06:00:00,surface pressure,104308,32537.652150909766,0.312,OMF,2023-02-16 06:00:00,surface pressure,104257,33479.04087303539,0.321,OMF,2023-02-16 06:00:00,surface pressure,104272,35096.73368782427,0.337,OMF,2023-02-16 06:00:00,surface pressure,104294,38100.124936537344,0.365,OMF
2023-02-16 06:00:00,temperature,25065,9857.265337087305,0.393,OMF,2023-02-16 06:00:00,temperature,25065,9182.537634606288,0.366,OMF,2023-02-16 06:00:00,temperature,25066,9503.859322400222,0.379,OMF,2023-02-16 06:00:00,temperature,25066,10703.905917831413,0.427,OMF
2023-02-16 06:00:00,wind,127888,61267.072233344894,0.479,OMF,2023-02-16 06:00:00,wind,127924,61756.27942853439,0.483,OMF,2023-02-16 06:00:00,wind,127378,61873.631410222726,0.486,OMF,2023-02-16 06:00:00,wind,126994,64416.39036243409,0.507,OMF
2023-02-16 06:00:00,moisture,8705,2103.8324419244764,0.242,OMF,2023-02-16 06:00:00,moisture,8705,1898.683052914768,0.218,OMF,2023-02-16 06:00:00,moisture,8705,1827.0550022129712,0.21,OMF,2023-02-16 06:00:00,moisture,8705,2004.9205406531232,0.23,OMF
2023-02-16 06:00:00,gps,291665,600962.1969308879,2.06,OMF,2023-02-16 06:00:00,gps,294751,521482.2999408494,1.769,OMF,2023-02-16 06:00:00,gps,294747,523230.5720209751,1.775,OMF,2023-02-16 06:00:00,gps,293880,553807.345857963,1.884,OMF
2023-02-16 06:00:00,radiance,164751,129358.21579566407,0.785,OMF,2023-02-16 06:00:00,radiance,163225,145343.28194099647,0.89,OMF,2023-02-16 06:00:00,radiance,161893,160871.76484091964,0.994,OMF,2023-02-16 06:00:00,radiance,158161,184594.33990488455,1.167,OMF
2023-02-16 06:00:00,Jo Global,722382,836086.2348898185,1.157,OMF,2023-02-16 06:00:00,Jo Global,723927,773142.1228709368,1.068,OMF,2023-02-16 06:00:00,Jo Global,722061,792403.6162845549,1.097,OMF,2023-02-16 06:00:00,Jo Global,717100,853627.0275203034,1.19,OMF
2023-02-16 06:00:00,surface pressure,104308,32537.652150909766,0.312,OMF (1st INNER LOOP),2023-02-16 06:00:00,surface pressure,104257,33479.04087303539,0.321,OMF (1st INNER LOOP),2023-02-16 06:00:00,surface pressure,104272,35096.73368782427,0.337,OMF (1st INNER LOOP),2023-02-16 06:00:00,surface pressure,104294,38100.124936537344,0.365,OMF (1st INNER LOOP)
2023-02-16 06:00:00,temperature,25065,9857.265337087305,0.393,OMF (1st INNER LOOP),2023-02-16 06:00:00,temperature,25065,9182.537634606288,0.366,OMF (1st INNER LOOP),2023-02-16 06:00:00,temperature,25066,9503.859322400222,0.379,OMF (1st INNER LOOP),2023-02-16 06:00:00,temperature,25066,10703.905917831413,0.427,OMF (1st INNER LOOP)
2023-02-16 06:00:00,wind,127888,61267.072233344894,0.479,OMF (1st INNER LOOP),2023-02-16 06:00:00,wind,127924,61756.27942853439,0.483,OMF (1st INNER LOOP),2023-02-16 06:00:00,wind,127378,61873.631410222726,0.486,OMF (1st INNER LOOP),2023-02-16 06:00:00,wind,126994,64416.39036243409,0.507,OMF (1st INNER LOOP)
2023-02-16 06:00:00,moisture,8705,2103.8324419244764,0.242,OMF (1st INNER LOOP),2023-02-16 06:00:00,moisture,8705,1898.683052914768,0.218,OMF (1st INNER LOOP),2023-02-16 06:00:00,moisture,8705,1827.0550022129712,0.21,OMF (1st INNER LOOP),2023-02-16 06:00:00,moisture,8705,2004.9205406531232,0.23,OMF (1st INNER LOOP)
2023-02-16 06:00:00,gps,291665,600962.1969308879,2.06,OMF (1st INNER LOOP),2023-02-16 06:00:00,gps,294751,521482.2999408494,1.769,OMF (1st INNER LOOP),2023-02-16 06:00:00,gps,294747,523230.5720209751,1.775,OMF (1st INNER LOOP),2023-02-16 06:00:00,gps,293880,553807.345857963,1.884,OMF (1st INNER LOOP)
2023-02-16 06:00:00,radiance,164751,129358.21579566407,0.785,OMF (1st INNER LOOP),2023-02-16 06:00:00,radiance,163225,145343.28194099647,0.89,OMF (1st INNER LOOP),2023-02-16 06:00:00,radiance,161893,160871.76484091964,0.994,OMF (1st INNER LOOP),2023-02-16 06:00:00,radiance,158161,184594.33990488455,1.167,OMF (1st INNER LOOP)
2023-02-16 06:00:00,Jo Global,722382,836086.2348898185,1.157,OMF (1st INNER LOOP),2023-02-16 06:00:00,Jo Global,723927,773142.1228709368,1.068,OMF (1st INNER LOOP),2023-02-16 06:00:00,Jo Global,722061,792403.6162845549,1.097,OMF (1st INNER LOOP),2023-02-16 06:00:00,Jo Global,717100,853627.0275203034,1.19,OMF (1st INNER LOOP)
2023-02-16 06:00:00,surface pressure,104308,19565.932948516416,0.188,OMF (2nd INNER LOOP),2023-02-16 06:00:00,surface pressure,104257,21134.693866744194,0.203,OMF (2nd INNER LOOP),2023-02-16 06:00:00,surface pressure,104272,18316.575878795236,0.176,OMF (2nd INNER LOOP),2023-02-16 06:00:00,surface pressure,104294,15915.654517242378,0.153,OMF (2nd INNER LOOP)
2023-02-16 06:00:00,temperature,25065,7497.750914993292,0.299,OMF (2nd INNER LOOP),2023-02-16 06:00:00,temperature,25065,6884.394143465003,0.275,OMF (2nd INNER LOOP),2023-02-16 06:00:00,temperature,25066,5377.076725017809,0.215,OMF (2nd INNER LOOP),2023-02-16 06:00:00,temperature,25066,4355.917085344347,0.174,OMF (2nd INNER LOOP)
2023-02-16 06:00:00,wind,127888,43768.95346840849,0.342,OMF (2nd INNER LOOP),2023-02-16 06:00:00,wind,127924,43334.66104397603,0.339,OMF (2nd INNER LOOP),2023-02-16 06:00:00,wind,127378,36726.18396053104,0.288,OMF (2nd INNER LOOP),2023-02-16 06:00:00,wind,126994,32258.56002365318,0.254,OMF (2nd INNER LOOP)
2023-02-16 06:00:00,moisture,8705,1613.7801062929782,0.185,OMF (2nd INNER LOOP),2023-02-16 06:00:00,moisture,8705,1345.8959990226724,0.155,OMF (2nd INNER LOOP),2023-02-16 06:00:00,moisture,8705,876.4579597182411,0.101,OMF (2nd INNER LOOP),2023-02-16 06:00:00,moisture,8705,630.427481431772,0.072,OMF (2nd INNER LOOP)
2023-02-16 06:00:00,gps,291665,400960.22269463696,1.375,OMF (2nd INNER LOOP),2023-02-16 06:00:00,gps,294751,407601.8206934635,1.383,OMF (2nd INNER LOOP),2023-02-16 06:00:00,gps,294747,334626.0569944175,1.135,OMF (2nd INNER LOOP),2023-02-16 06:00:00,gps,293880,272144.79593531246,0.926,OMF (2nd INNER LOOP)
2023-02-16 06:00:00,radiance,164751,61179.74596912169,0.371,OMF (2nd INNER LOOP),2023-02-16 06:00:00,radiance,163225,66656.17107243287,0.408,OMF (2nd INNER LOOP),2023-02-16 06:00:00,radiance,161893,61833.43306758163,0.382,OMF (2nd INNER LOOP),2023-02-16 06:00:00,radiance,158161,58605.52297842843,0.371,OMF (2nd INNER LOOP)
2023-02-16 06:00:00,Jo Global,722382,534586.3861019699,0.74,OMF (2nd INNER LOOP),2023-02-16 06:00:00,Jo Global,723927,546957.6368191042,0.756,OMF (2nd INNER LOOP),2023-02-16 06:00:00,Jo Global,722061,457755.7845860615,0.634,OMF (2nd INNER LOOP),2023-02-16 06:00:00,Jo Global,717100,383910.8780214125,0.535,OMF (2nd INNER LOOP)
2023-02-16 06:00:00,surface pressure,104493,21515.901228927953,0.206,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,surface pressure,104463,23435.36888881437,0.224,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,surface pressure,104510,20567.992631714806,0.197,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,surface pressure,104595,18154.670739204943,0.174,OMA (AFTER 1st OUTER LOOP)
2023-02-16 06:00:00,temperature,25056,8380.111698147399,0.334,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,temperature,25066,7805.340520946575,0.311,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,temperature,25066,5632.790173814626,0.225,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,temperature,25067,4502.700154766435,0.18,OMA (AFTER 1st OUTER LOOP)
2023-02-16 06:00:00,wind,129716,45282.4766419588,0.349,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,wind,129776,44766.613590796485,0.345,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,wind,129916,38487.40652226208,0.296,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,wind,129848,34181.5968288608,0.263,OMA (AFTER 1st OUTER LOOP)
2023-02-16 06:00:00,moisture,8705,1570.171332164992,0.18,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,moisture,8705,1405.152990098801,0.161,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,moisture,8705,951.2225219012458,0.109,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,moisture,8705,748.5940250579881,0.086,OMA (AFTER 1st OUTER LOOP)
2023-02-16 06:00:00,gps,296609,421731.9726261565,1.422,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,gps,298884,420498.3529344252,1.407,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,gps,300918,353791.2698918744,1.176,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,gps,301830,296805.9646367157,0.983,OMA (AFTER 1st OUTER LOOP)
2023-02-16 06:00:00,radiance,166504,64384.759015561336,0.387,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,radiance,165778,71890.35274158382,0.434,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,radiance,165939,68727.26644992999,0.414,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,radiance,165753,70350.54345103736,0.424,OMA (AFTER 1st OUTER LOOP)
2023-02-16 06:00:00,Jo Global,731083,562865.392542917,0.77,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,Jo Global,732672,569801.1816666652,0.778,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,Jo Global,735054,488157.9481914971,0.664,OMA (AFTER 1st OUTER LOOP),2023-02-16 06:00:00,Jo Global,735798,424744.0698356432,0.577,OMA (AFTER 1st OUTER LOOP)
2023-02-16 06:00:00,surface pressure,104493,21515.901228927953,0.206,OMA (1st INNER LOOP),2023-02-16 06:00:00,surface pressure,104463,23435.36888881437,0.224,OMA (1st INNER LOOP),2023-02-16 06:00:00,surface pressure,104510,20567.992631714806,0.197,OMA (1st INNER LOOP),2023-02-16 06:00:00,surface pressure,104595,18154.670739204943,0.174,OMA (1st INNER LOOP)
2023-02-16 06:00:00,temperature,25056,8380.111698147399,0.334,OMA (1st INNER LOOP),2023-02-16 06:00:00,temperature,25066,7805.340520946575,0.311,OMA (1st INNER LOOP),2023-02-16 06:00:00,temperature,25066,5632.790173814626,0.225,OMA (1st INNER LOOP),2023-02-16 06:00:00,temperature,25067,4502.700154766435,0.18,OMA (1st INNER LOOP)
2023-02-16 06:00:00,wind,129716,45282.4766419588,0.349,OMA (1st INNER LOOP),2023-02-16 06:00:00,wind,129776,44766.613590796485,0.345,OMA (1st INNER LOOP),2023-02-16 06:00:00,wind,129916,38487.40652226208,0.296,OMA (1st INNER LOOP),2023-02-16 06:00:00,wind,129848,34181.5968288608,0.263,OMA (1st INNER LOOP)
2023-02-16 06:00:00,moisture,8705,1570.171332164992,0.18,OMA (1st INNER LOOP),2023-02-16 06:00:00,moisture,8705,1405.152990098801,0.161,OMA (1st INNER LOOP),2023-02-16 06:00:00,moisture,8705,951.2225219012458,0.109,OMA (1st INNER LOOP),2023-02-16 06:00:00,moisture,8705,748.5940250579881,0.086,OMA (1st INNER LOOP)
2023-02-16 06:00:00,gps,296609,421731.9726261565,1.422,OMA (1st INNER LOOP),2023-02-16 06:00:00,gps,298884,420498.3529344252,1.407,OMA (1st INNER LOOP),2023-02-16 06:00:00,gps,300918,353791.2698918744,1.176,OMA (1st INNER LOOP),2023-02-16 06:00:00,gps,301830,296805.9646367157,0.983,OMA (1st INNER LOOP)
2023-02-16 06:00:00,radiance,166504,64384.759015561336,0.387,OMA (1st INNER LOOP),2023-02-16 06:00:00,radiance,165778,71890.35274158382,0.434,OMA (1st INNER LOOP),2023-02-16 06:00:00,radiance,165939,68727.26644992999,0.414,OMA (1st INNER LOOP),2023-02-16 06:00:00,radiance,165753,70350.54345103736,0.424,OMA (1st INNER LOOP)
2023-02-16 06:00:00,Jo Global,731083,562865.392542917,0.77,OMA (1st INNER LOOP),2023-02-16 06:00:00,Jo Global,732672,569801.1816666652,0.778,OMA (1st INNER LOOP),2023-02-16 06:00:00,Jo Global,735054,488157.9481914971,0.664,OMA (1st INNER LOOP),2023-02-16 06:00:00,Jo Global,735798,424744.0698356432,0.577,OMA (1st INNER LOOP)
2023-02-16 06:00:00,surface pressure,104493,18215.16385265305,0.174,OMA (2nd INNER LOOP),2023-02-16 06:00:00,surface pressure,104463,18376.14317489805,0.176,OMA (2nd INNER LOOP),2023-02-16 06:00:00,surface pressure,104510,15559.751183683302,0.149,OMA (2nd INNER LOOP),2023-02-16 06:00:00,surface pressure,104595,13842.82130892341,0.132,OMA (2nd INNER LOOP)
2023-02-16 06:00:00,temperature,25056,7237.716106438489,0.289,OMA (2nd INNER LOOP),2023-02-16 06:00:00,temperature,25066,6459.936584444326,0.258,OMA (2nd INNER LOOP),2023-02-16 06:00:00,temperature,25066,4239.82757065174,0.169,OMA (2nd INNER LOOP),2023-02-16 06:00:00,temperature,25067,3171.436994616468,0.127,OMA (2nd INNER LOOP)
2023-02-16 06:00:00,wind,129716,41468.11806150728,0.32,OMA (2nd INNER LOOP),2023-02-16 06:00:00,wind,129776,37582.45644534001,0.29,OMA (2nd INNER LOOP),2023-02-16 06:00:00,wind,129916,31910.350748514764,0.246,OMA (2nd INNER LOOP),2023-02-16 06:00:00,wind,129848,28160.527124587166,0.217,OMA (2nd INNER LOOP)
2023-02-16 06:00:00,moisture,8705,1151.3660667391737,0.132,OMA (2nd INNER LOOP),2023-02-16 06:00:00,moisture,8705,929.0372114927391,0.107,OMA (2nd INNER LOOP),2023-02-16 06:00:00,moisture,8705,532.1507697084542,0.061,OMA (2nd INNER LOOP),2023-02-16 06:00:00,moisture,8705,345.66965264269373,0.04,OMA (2nd INNER LOOP)
2023-02-16 06:00:00,gps,296609,321147.2401437219,1.083,OMA (2nd INNER LOOP),2023-02-16 06:00:00,gps,298884,334029.8557582275,1.118,OMA (2nd INNER LOOP),2023-02-16 06:00:00,gps,300918,258448.65456383885,0.859,OMA (2nd INNER LOOP),2023-02-16 06:00:00,gps,301830,201400.00152342464,0.667,OMA (2nd INNER LOOP)
2023-02-16 06:00:00,radiance,166504,54815.942271725646,0.329,OMA (2nd INNER LOOP),2023-02-16 06:00:00,radiance,165778,59278.65749637395,0.358,OMA (2nd INNER LOOP),2023-02-16 06:00:00,radiance,165939,56785.590673907354,0.342,OMA (2nd INNER LOOP),2023-02-16 06:00:00,radiance,165753,55764.9203471378,0.336,OMA (2nd INNER LOOP)
2023-02-16 06:00:00,Jo Global,731083,444035.5465027856,0.607,OMA (2nd INNER LOOP),2023-02-16 06:00:00,Jo Global,732672,456656.0866707766,0.623,OMA (2nd INNER LOOP),2023-02-16 06:00:00,Jo Global,735054,367476.3255103045,0.5,OMA (2nd INNER LOOP),2023-02-16 06:00:00,Jo Global,735798,302685.37695133215,0.411,OMA (2nd INNER LOOP)
2023-02-16 06:00:00,surface pressure,104485,18200.265298298968,0.174,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,surface pressure,104486,18627.270517505385,0.178,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,surface pressure,104535,15908.067412493583,0.152,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,surface pressure,104553,13460.631314820459,0.129,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 06:00:00,temperature,25056,7288.564340724804,0.291,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,temperature,25065,6369.953940185577,0.254,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,temperature,25066,4328.532484683668,0.173,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,temperature,25066,3181.392498881129,0.127,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 06:00:00,wind,129938,39095.32943348803,0.301,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,wind,130052,37949.588035488356,0.292,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,wind,130178,32209.275794637157,0.247,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,wind,130232,28565.1569440225,0.219,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 06:00:00,moisture,8705,1155.8532719302816,0.133,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,moisture,8705,1001.4871682954652,0.115,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,moisture,8705,594.4485321527579,0.068,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,moisture,8705,385.7886618804418,0.044,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 06:00:00,gps,299993,334016.7048375811,1.113,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,gps,301767,345350.55713589984,1.144,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,gps,304227,270729.3256463619,0.89,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,gps,305755,214433.02123838261,0.701,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 06:00:00,radiance,167002,55314.24155554273,0.331,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,radiance,166319,60505.86145518808,0.364,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,radiance,166682,57643.32738624524,0.346,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,radiance,166577,57333.103710318144,0.344,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 06:00:00,Jo Global,735179,455070.9587375659,0.619,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,Jo Global,736394,469804.7182525627,0.638,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,Jo Global,739393,381412.9772565743,0.516,OMA (AFTER 2nd OUTER LOOP),2023-02-16 06:00:00,Jo Global,740888,317359.0943683053,0.428,OMA (AFTER 2nd OUTER LOOP)
2023-02-16 12:00:00,surface pressure,106985,37032.04072481224,0.346,OMF,2023-02-16 12:00:00,surface pressure,107167,35009.42292153594,0.327,OMF,2023-02-16 12:00:00,surface pressure,107152,37658.93895281704,0.351,OMF,2023-02-16 12:00:00,surface pressure,106980,42045.76976701417,0.393,OMF
2023-02-16 12:00:00,temperature,54997,74885.56635063587,1.362,OMF,2023-02-16 12:00:00,temperature,55001,76550.32289027856,1.392,OMF,2023-02-16 12:00:00,temperature,55002,79416.43816090273,1.444,OMF,2023-02-16 12:00:00,temperature,55003,90415.27957218415,1.644,OMF
2023-02-16 12:00:00,wind,206836,217404.0745874971,1.051,OMF,2023-02-16 12:00:00,wind,207020,214524.51641861806,1.036,OMF,2023-02-16 12:00:00,wind,206968,219662.3841565189,1.061,OMF,2023-02-16 12:00:00,wind,206608,241435.40342233318,1.169,OMF
2023-02-16 12:00:00,moisture,21184,9952.834446559213,0.47,OMF,2023-02-16 12:00:00,moisture,21184,9959.84304418646,0.47,OMF,2023-02-16 12:00:00,moisture,21181,9747.315394207033,0.46,OMF,2023-02-16 12:00:00,moisture,21184,10301.3892149967,0.486,OMF
2023-02-16 12:00:00,gps,303715,590803.5798250751,1.945,OMF,2023-02-16 12:00:00,gps,305091,576849.2609803575,1.891,OMF,2023-02-16 12:00:00,gps,304873,582675.8468215499,1.911,OMF,2023-02-16 12:00:00,gps,303519,626119.369705687,2.063,OMF
2023-02-16 12:00:00,radiance,167648,140264.54284892487,0.837,OMF,2023-02-16 12:00:00,radiance,166373,152186.05633807424,0.915,OMF,2023-02-16 12:00:00,radiance,165453,161427.2569932613,0.976,OMF,2023-02-16 12:00:00,radiance,163641,178095.3992241494,1.088,OMF
2023-02-16 12:00:00,Jo Global,861365,1070342.6387835045,1.243,OMF,2023-02-16 12:00:00,Jo Global,861836,1065079.4225930509,1.236,OMF,2023-02-16 12:00:00,Jo Global,860629,1090588.180479257,1.267,OMF,2023-02-16 12:00:00,Jo Global,856935,1188412.6109063646,1.387,OMF
2023-02-16 12:00:00,surface pressure,106985,37032.04072481224,0.346,OMF (1st INNER LOOP),2023-02-16 12:00:00,surface pressure,107167,35009.42292153594,0.327,OMF (1st INNER LOOP),2023-02-16 12:00:00,surface pressure,107152,37658.93895281704,0.351,OMF (1st INNER LOOP),2023-02-16 12:00:00,surface pressure,106980,42045.76976701417,0.393,OMF (1st INNER LOOP)
2023-02-16 12:00:00,temperature,54997,74885.56635063587,1.362,OMF (1st INNER LOOP),2023-02-16 12:00:00,temperature,55001,76550.32289027856,1.392,OMF (1st INNER LOOP),2023-02-16 12:00:00,temperature,55002,79416.43816090273,1.444,OMF (1st INNER LOOP),2023-02-16 12:00:00,temperature,55003,90415.27957218415,1.644,OMF (1st INNER LOOP)
2023-02-16 12:00:00,wind,206836,217404.0745874971,1.051,OMF (1st INNER LOOP),2023-02-16 12:00:00,wind,207020,214524.51641861806,1.036,OMF (1st INNER LOOP),2023-02-16 12:00:00,wind,206968,219662.3841565189,1.061,OMF (1st INNER LOOP),2023-02-16 12:00:00,wind,206608,241435.40342233318,1.169,OMF (1st INNER LOOP)
2023-02-16 12:00:00,moisture,21184,9952.834446559213,0.47,OMF (1st INNER LOOP),2023-02-16 12:00:00,moisture,21184,9959.84304418646,0.47,OMF (1st INNER LOOP),2023-02-16 12:00:00,moisture,21181,9747.315394207033,0.46,OMF (1st INNER LOOP),2023-02-16 12:00:00,moisture,21184,10301.3892149967,0.486,OMF (1st INNER LOOP)
2023-02-16 12:00:00,gps,303715,590803.5798250751,1.945,OMF (1st INNER LOOP),2023-02-16 12:00:00,gps,305091,576849.2609803575,1.891,OMF (1st INNER LOOP),2023-02-16 12:00:00,gps,304873,582675.8468215499,1.911,OMF (1st INNER LOOP),2023-02-16 12:00:00,gps,303519,626119.369705687,2.063,OMF (1st INNER LOOP)
2023-02-16 12:00:00,radiance,167648,140264.54284892487,0.837,OMF (1st INNER LOOP),2023-02-16 12:00:00,radiance,166373,152186.05633807424,0.915,OMF (1st INNER LOOP),2023-02-16 12:00:00,radiance,165453,161427.2569932613,0.976,OMF (1st INNER LOOP),2023-02-16 12:00:00,radiance,163641,178095.3992241494,1.088,OMF (1st INNER LOOP)
2023-02-16 12:00:00,Jo Global,861365,1070342.6387835045,1.243,OMF (1st INNER LOOP),2023-02-16 12:00:00,Jo Global,861836,1065079.4225930509,1.236,OMF (1st INNER LOOP),2023-02-16 12:00:00,Jo Global,860629,1090588.180479257,1.267,OMF (1st INNER LOOP),2023-02-16 12:00:00,Jo Global,856935,1188412.6109063646,1.387,OMF (1st INNER LOOP)
2023-02-16 12:00:00,surface pressure,106985,21547.905674474776,0.201,OMF (2nd INNER LOOP),2023-02-16 12:00:00,surface pressure,107167,22654.449690277823,0.211,OMF (2nd INNER LOOP),2023-02-16 12:00:00,surface pressure,107152,19631.217489033483,0.183,OMF (2nd INNER LOOP),2023-02-16 12:00:00,surface pressure,106980,16900.34339243853,0.158,OMF (2nd INNER LOOP)
2023-02-16 12:00:00,temperature,54997,53843.288465708094,0.979,OMF (2nd INNER LOOP),2023-02-16 12:00:00,temperature,55001,52669.1761662191,0.958,OMF (2nd INNER LOOP),2023-02-16 12:00:00,temperature,55002,41896.31355474085,0.762,OMF (2nd INNER LOOP),2023-02-16 12:00:00,temperature,55003,34730.773924384834,0.631,OMF (2nd INNER LOOP)
2023-02-16 12:00:00,wind,206836,152210.302199027,0.736,OMF (2nd INNER LOOP),2023-02-16 12:00:00,wind,207020,151581.0381089163,0.732,OMF (2nd INNER LOOP),2023-02-16 12:00:00,wind,206968,128079.94638051087,0.619,OMF (2nd INNER LOOP),2023-02-16 12:00:00,wind,206608,111222.29739458588,0.538,OMF (2nd INNER LOOP)
2023-02-16 12:00:00,moisture,21184,7453.6180967774235,0.352,OMF (2nd INNER LOOP),2023-02-16 12:00:00,moisture,21184,7041.251723637619,0.332,OMF (2nd INNER LOOP),2023-02-16 12:00:00,moisture,21181,4327.810668583628,0.204,OMF (2nd INNER LOOP),2023-02-16 12:00:00,moisture,21184,2820.657463903202,0.133,OMF (2nd INNER LOOP)
2023-02-16 12:00:00,gps,303715,444646.11448235187,1.464,OMF (2nd INNER LOOP),2023-02-16 12:00:00,gps,305091,462038.157673265,1.514,OMF (2nd INNER LOOP),2023-02-16 12:00:00,gps,304873,388656.1588520165,1.275,OMF (2nd INNER LOOP),2023-02-16 12:00:00,gps,303519,326192.14448839444,1.075,OMF (2nd INNER LOOP)
2023-02-16 12:00:00,radiance,167648,61915.951911724005,0.369,OMF (2nd INNER LOOP),2023-02-16 12:00:00,radiance,166373,69738.40755628773,0.419,OMF (2nd INNER LOOP),2023-02-16 12:00:00,radiance,165453,64656.566024072265,0.391,OMF (2nd INNER LOOP),2023-02-16 12:00:00,radiance,163641,61915.081542245396,0.378,OMF (2nd INNER LOOP)
2023-02-16 12:00:00,Jo Global,861365,741617.1808300632,0.861,OMF (2nd INNER LOOP),2023-02-16 12:00:00,Jo Global,861836,765722.4809186036,0.888,OMF (2nd INNER LOOP),2023-02-16 12:00:00,Jo Global,860629,647248.0129689575,0.752,OMF (2nd INNER LOOP),2023-02-16 12:00:00,Jo Global,856935,553781.2982059523,0.646,OMF (2nd INNER LOOP)
2023-02-16 12:00:00,surface pressure,107277,23079.04718878899,0.215,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,surface pressure,107264,23626.95639623152,0.22,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,surface pressure,107342,21070.38672669111,0.196,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,surface pressure,107377,18690.716459486808,0.174,OMA (AFTER 1st OUTER LOOP)
2023-02-16 12:00:00,temperature,55006,55095.1215326025,1.002,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,temperature,55009,53738.694117995365,0.977,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,temperature,55017,42541.725493859274,0.773,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,temperature,55018,35373.590672040526,0.643,OMA (AFTER 1st OUTER LOOP)
2023-02-16 12:00:00,wind,207640,155804.36865793462,0.75,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,wind,207760,154564.25652533185,0.744,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,wind,207896,131188.54360031706,0.631,OMA (AFTER 1st OUTER LOOP),2023-02-16 12:00:00,wind,208080,114789.64836698002,0.552,OMA (AFTER 1st OUTER LOOP)
