,,%Previsao,vtmp:925,vtmp:850,vtmp:500,temp:850,temp:500,temp:250,pslc:000,umes:925,umes:850,umes:500,zgeo:850,zgeo:500,zgeo:250,uvel:850,uvel:500,uvel:250,vvel:850,vvel:500,vvel:250
RMSEX666_20230216002023030300T.scan,8,192,3.307,3.325,2.546,3.329,2.535,1.765,4.323,0.003,0.003,0.001,34.83,48.828,79.467,4.947,6.949,11.341,5.014,6.8,13.029
RMSEX666_20230216002023030300T.scan,9,216,3.358,3.444,2.443,3.442,2.438,1.876,4.945,0.002,0.003,0.001,40.167,52.161,78.494,5.064,7.183,11.952,4.87,6.648,12.366
RMSEX666_20230216002023030300T.scan,10,240,3.634,3.737,2.698,3.707,2.686,1.955,5.506,0.002,0.003,0.001,43.649,55.767,85.568,5.202,7.688,13.148,5.432,7.149,12.988
RMSEX666_20230216002023030300T.scan,11,264,3.842,4.068,2.884,4.015,2.869,2.084,5.177,0.003,0.003,0.001,40.852,59.484,90.549,5.324,8.229,14.36,5.441,7.314,13.496
ACORX666_20230216002023030300T.scan,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ACORX666_20230216002023030300T.scan,1,24,0.961,0.968,0.986,0.958,0.985,0.977,1.0,0.924,0.932,0.912,0.975,0.998,0.998,0.921,0.972,0.971,0.856,0.909,0.948
ACORX666_20230216002023030300T.scan,2,48,0.948,0.956,0.976,0.944,0.974,0.955,1.0,0.895,0.897,0.861,0.961,0.995,0.996,0.896,0.956,0.945,0.779,0.846,0.89
ACORX666_20230216002023030300T.scan,3,72,0.937,0.945,0.964,0.931,0.961,0.943,0.999,0.871,0.866,0.824,0.934,0.989,0.992,0.883,0.938,0.922,0.704,0.752,0.817
ACORX666_20230216002023030300T.scan,4,96,0.927,0.932,0.949,0.916,0.946,0.926,0.999,0.843,0.833,0.781,0.913,0.981,0.986,0.878,0.926,0.905,0.639,0.631,0.74
ACORX666_20230216002023030300T.scan,5,120,0.915,0.917,0.938,0.898,0.934,0.925,0.999,0.816,0.798,0.74,0.898,0.975,0.98,0.862,0.908,0.867,0.609,0.546,0.66
ACORX666_20230216002023030300T.scan,6,144,0.895,0.89,0.913,0.869,0.908,0.91,0.999,0.802,0.774,0.701,0.883,0.965,0.967,0.84,0.883,0.826,0.534,0.452,0.517
ACORX666_20230216002023030300T.scan,7,168,0.883,0.875,0.892,0.852,0.887,0.89,0.999,0.791,0.755,0.67,0.851,0.945,0.952,0.817,0.865,0.789,0.479,0.302,0.354
ACORX666_20230216002023030300T.scan,8,192,0.867,0.847,0.861,0.824,0.856,0.886,0.998,0.77,0.733,0.645,0.804,0.919,0.928,0.794,0.84,0.718,0.402,0.209,0.182
ACORX666_20230216002023030300T.scan,9,216,0.865,0.839,0.866,0.814,0.86,0.868,0.998,0.771,0.72,0.633,0.788,0.916,0.929,0.795,0.836,0.701,0.427,0.249,0.276
ACORX666_20230216002023030300T.scan,10,240,0.839,0.8,0.832,0.773,0.825,0.87,0.998,0.769,0.724,0.627,0.699,0.892,0.904,0.781,0.824,0.666,0.312,0.149,0.215
ACORX666_20230216002023030300T.scan,11,264,0.824,0.773,0.815,0.746,0.808,0.848,0.998,0.744,0.711,0.612,0.725,0.886,0.895,0.767,0.801,0.611,0.294,0.132,0.118
